DATAFLOW,AUDST,FREQ,MEASURE_TYPE,OCCP_GP_ITEM,REPYEAREND,REPYEARSTART,STATE_CODE,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,MP,0,2024-03-31,INR,1154005524000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,UP,0,2024-03-31,INR,2624607837000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,OD,0,2024-03-31,INR,427041186000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,MAH,0,2024-03-31,INR,1910192813000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,ASM,0,2024-03-31,INR,143969708000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,ANNS,0,2024-03-31,INR,3223872000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,ANNS,0,2024-03-31,INR,3279851000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,TN,0,2024-03-31,INR,3882756737000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,DNHDD,0,2024-03-31,INR,3009052000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,HAR,0,2024-03-31,INR,689316581000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,CHHT,0,2024-03-31,INR,223412746000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,BIH,0,2024-03-31,INR,697560790000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,LADK,0,2024-03-31,INR,3832770000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,NTCDEL,0,2024-03-31,INR,612523590000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,JNK,0,2024-03-31,INR,102076685000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,TN,0,2024-03-31,INR,3578048482000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,SIKK,0,2024-03-31,INR,2655512000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,KAR,0,2024-03-31,INR,2446003487000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,JHK,0,2024-03-31,INR,248689042000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,GOA,0,2024-03-31,INR,17538345000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,PY,0,2024-03-31,INR,60630840000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,ALL_INDIA,0,2024-03-31,INR,27020383642000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,MIZO,0,2024-03-31,INR,9310380000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,TEL,0,2024-03-31,INR,1317997195000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,CHHT,0,2024-03-31,INR,324987914000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,PY,0,2024-03-31,INR,57662396000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,NAGA,0,2024-03-31,INR,4092231000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,TEL,0,2024-03-31,INR,1507847401000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,MANI,0,2024-03-31,INR,8143042000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,UK,0,2024-03-31,INR,125072308000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,GUJ,0,2024-03-31,INR,962607892000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,DNHDD,0,2024-03-31,INR,2302028000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,MAH,0,2024-03-31,INR,1419841532000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,NAGA,0,2024-03-31,INR,5381668000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,KER,0,2024-03-31,INR,1234362021000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,WB,0,2024-03-31,INR,807994394000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,WB,0,2024-03-31,INR,584516989000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,NTCDEL,0,2024-03-31,INR,487391603000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,MEG,0,2024-03-31,INR,7352540000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,MP,0,2024-03-31,INR,1352522218000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,PUN,0,2024-03-31,INR,1007845723000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,MEG,0,2024-03-31,INR,9550997000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,CHD,0,2024-03-31,INR,52723269000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,UP,0,2024-03-31,INR,2099761255000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,KAR,0,2024-03-31,INR,1839341074000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,MIZO,0,2024-03-31,INR,6699054000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,HP,0,2024-03-31,INR,116500206000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,JHK,0,2024-03-31,INR,166300821000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,ANP,0,2024-03-31,INR,2642321158000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,ARP,0,2024-03-31,INR,5402215000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2024,2023,RAJA,0,2024-03-31,INR,1447972361000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2024,2023,TRI,0,2024-03-31,INR,28576069000
