DATAFLOW,ASET_ITEMS_RN,AUDST,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_ASSET_W_RN(1.0),A2,N_A,W,2026,2025,0,2026-02-06,INR,39824062100000
RBI:RBI_ASSET_W_RN(1.0),AI10,N_A,W,2026,2025,0,2026-02-06,INR,21136380000000
RBI:RBI_ASSET_W_RN(1.0),AI1102,N_A,W,2026,2025,0,2026-02-06,INR,304149200000
RBI:RBI_ASSET_W_RN(1.0),AI071,N_A,W,2026,2025,0,2026-02-06,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI05,N_A,W,2026,2025,0,2026-02-06,INR,130000000
RBI:RBI_ASSET_W_RN(1.0),AI04,N_A,W,2026,2025,0,2026-02-06,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI072,N_A,W,2026,2025,0,2026-02-06,INR,339955400000
RBI:RBI_ASSET_W_RN(1.0),AI02,N_A,W,2026,2025,0,2026-02-06,INR,35849050000000
RBI:RBI_ASSET_W_RN(1.0),AI03,N_A,W,2026,2025,0,2026-02-06,INR,5950000000
RBI:RBI_ASSET_W_RN(1.0),AI079,N_A,W,2026,2025,0,2026-02-06,INR,1734590900000
RBI:RBI_ASSET_W_RN(1.0),AI073,N_A,W,2026,2025,0,2026-02-06,INR,1295450000000
RBI:RBI_ASSET_W_RN(1.0),AI07,N_A,W,2026,2025,0,2026-02-06,INR,3487731300000
RBI:RBI_ASSET_W_RN(1.0),AI06,N_A,W,2026,2025,0,2026-02-06,INR,16110190000000
RBI:RBI_ASSET_W_RN(1.0),AI078,N_A,W,2026,2025,0,2026-02-06,INR,117735000000
RBI:RBI_ASSET_W_RN(1.0),AI074,N_A,W,2026,2025,0,2026-02-06,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),A1,N_A,W,2026,2025,0,2026-02-06,INR,48263598999999.99
RBI:RBI_ASSET_W_RN(1.0),AI01,N_A,W,2026,2025,0,2026-02-06,INR,3969069900000
RBI:RBI_ASSET_W_RN(1.0),AI076,N_A,W,2026,2025,0,2026-02-06,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI06,N_A,W,2026,2025,0,2026-01-30,INR,16943371399999.998
RBI:RBI_ASSET_W_RN(1.0),AI1102,N_A,W,2026,2025,0,2026-01-30,INR,301641800000
RBI:RBI_ASSET_W_RN(1.0),AI03,N_A,W,2026,2025,0,2026-01-30,INR,2832400000
RBI:RBI_ASSET_W_RN(1.0),AI078,N_A,W,2026,2025,0,2026-01-30,INR,159649100000
RBI:RBI_ASSET_W_RN(1.0),AI10,N_A,W,2026,2025,0,2026-01-30,INR,20656179000000
RBI:RBI_ASSET_W_RN(1.0),AI11,N_A,W,2026,2025,0,2026-01-30,INR,8475837700000
RBI:RBI_ASSET_W_RN(1.0),AI081,N_A,W,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),A2,N_A,W,2026,2025,0,2026-01-30,INR,39572193600000
RBI:RBI_ASSET_W_RN(1.0),AI073,N_A,W,2026,2025,0,2026-01-30,INR,1363500000000
RBI:RBI_ASSET_W_RN(1.0),AI05,N_A,W,2026,2025,0,2026-01-30,INR,152500000
RBI:RBI_ASSET_W_RN(1.0),AI072,N_A,W,2026,2025,0,2026-01-30,INR,134479300000
RBI:RBI_ASSET_W_RN(1.0),AI08,N_A,W,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI076,N_A,W,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI1101,N_A,W,2026,2025,0,2026-01-30,INR,8174195900000
RBI:RBI_ASSET_W_RN(1.0),AI079,N_A,W,2026,2025,0,2026-01-30,INR,1676802000000
RBI:RBI_ASSET_W_RN(1.0),AI071,N_A,W,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),A1,N_A,W,2026,2025,0,2026-01-30,INR,49409971100000
RBI:RBI_ASSET_W_RN(1.0),AI04,N_A,W,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI074,N_A,W,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI07,N_A,W,2026,2025,0,2026-01-30,INR,3334430400000
RBI:RBI_ASSET_W_RN(1.0),AI02,N_A,W,2026,2025,0,2026-01-30,INR,35078861200000
RBI:RBI_ASSET_W_RN(1.0),AI01,N_A,W,2026,2025,0,2026-01-30,INR,4490500000000
RBI:RBI_ASSET_W_RN(1.0),AI1102,N_A,W,2026,2025,0,2026-01-23,INR,293493800000
RBI:RBI_ASSET_W_RN(1.0),AI1101,N_A,W,2026,2025,0,2026-01-23,INR,7305826000000
RBI:RBI_ASSET_W_RN(1.0),AI03,N_A,W,2026,2025,0,2026-01-23,INR,3257700000
RBI:RBI_ASSET_W_RN(1.0),AI078,N_A,W,2026,2025,0,2026-01-23,INR,144128900000
RBI:RBI_ASSET_W_RN(1.0),A1,N_A,W,2026,2025,0,2026-01-23,INR,46729540700000
RBI:RBI_ASSET_W_RN(1.0),AI10,N_A,W,2026,2025,0,2026-01-23,INR,20097477400000
RBI:RBI_ASSET_W_RN(1.0),AI02,N_A,W,2026,2025,0,2026-01-23,INR,35585333300000
RBI:RBI_ASSET_W_RN(1.0),AI073,N_A,W,2026,2025,0,2026-01-23,INR,763690000000
RBI:RBI_ASSET_W_RN(1.0),AI01,N_A,W,2026,2025,0,2026-01-23,INR,4013460400000
RBI:RBI_ASSET_W_RN(1.0),AI072,N_A,W,2026,2025,0,2026-01-23,INR,168174300000
RBI:RBI_ASSET_W_RN(1.0),AI071,N_A,W,2026,2025,0,2026-01-23,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI076,N_A,W,2026,2025,0,2026-01-23,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI04,N_A,W,2026,2025,0,2026-01-23,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI079,N_A,W,2026,2025,0,2026-01-23,INR,1489400799999.9998
RBI:RBI_ASSET_W_RN(1.0),AI11,N_A,W,2026,2025,0,2026-01-23,INR,7599319800000
RBI:RBI_ASSET_W_RN(1.0),AI074,N_A,W,2026,2025,0,2026-01-23,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI06,N_A,W,2026,2025,0,2026-01-23,INR,16467210300000
RBI:RBI_ASSET_W_RN(1.0),A2,N_A,W,2026,2025,0,2026-01-23,INR,39602051400000
RBI:RBI_ASSET_W_RN(1.0),AI07,N_A,W,2026,2025,0,2026-01-23,INR,2565394000000
RBI:RBI_ASSET_W_RN(1.0),AI081,N_A,W,2026,2025,0,2026-01-23,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI05,N_A,W,2026,2025,0,2026-01-23,INR,139100000
RBI:RBI_ASSET_W_RN(1.0),AI08,N_A,W,2026,2025,0,2026-01-23,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),A2,N_A,W,2026,2025,0,2026-01-16,INR,39422116400000
RBI:RBI_ASSET_W_RN(1.0),AI073,N_A,W,2026,2025,0,2026-01-16,INR,8850000000
RBI:RBI_ASSET_W_RN(1.0),AI1101,N_A,W,2026,2025,0,2026-01-16,INR,6888864900000
RBI:RBI_ASSET_W_RN(1.0),AI02,N_A,W,2026,2025,0,2026-01-16,INR,35633551100000
RBI:RBI_ASSET_W_RN(1.0),AI07,N_A,W,2026,2025,0,2026-01-16,INR,1841646800000
RBI:RBI_ASSET_W_RN(1.0),AI06,N_A,W,2026,2025,0,2026-01-16,INR,15587654700000
RBI:RBI_ASSET_W_RN(1.0),AI071,N_A,W,2026,2025,0,2026-01-16,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI05,N_A,W,2026,2025,0,2026-01-16,INR,165300000
RBI:RBI_ASSET_W_RN(1.0),AI078,N_A,W,2026,2025,0,2026-01-16,INR,132002400000
RBI:RBI_ASSET_W_RN(1.0),AI076,N_A,W,2026,2025,0,2026-01-16,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI079,N_A,W,2026,2025,0,2026-01-16,INR,1499173700000
RBI:RBI_ASSET_W_RN(1.0),AI03,N_A,W,2026,2025,0,2026-01-16,INR,4162800000
RBI:RBI_ASSET_W_RN(1.0),AI072,N_A,W,2026,2025,0,2026-01-16,INR,201620700000
RBI:RBI_ASSET_W_RN(1.0),AI081,N_A,W,2026,2025,0,2026-01-16,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI10,N_A,W,2026,2025,0,2026-01-16,INR,19456540900000
RBI:RBI_ASSET_W_RN(1.0),AI11,N_A,W,2026,2025,0,2026-01-16,INR,7182422100000
RBI:RBI_ASSET_W_RN(1.0),AI04,N_A,W,2026,2025,0,2026-01-16,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI01,N_A,W,2026,2025,0,2026-01-16,INR,3784402500000
RBI:RBI_ASSET_W_RN(1.0),A1,N_A,W,2026,2025,0,2026-01-16,INR,44068429899999.99
RBI:RBI_ASSET_W_RN(1.0),AI1102,N_A,W,2026,2025,0,2026-01-16,INR,293557200000
RBI:RBI_ASSET_W_RN(1.0),AI074,N_A,W,2026,2025,0,2026-01-16,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI08,N_A,W,2026,2025,0,2026-01-16,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI072,N_A,W,2026,2025,0,2026-01-09,INR,130124500000
RBI:RBI_ASSET_W_RN(1.0),AI11,N_A,W,2026,2025,0,2026-01-09,INR,6858326300000
RBI:RBI_ASSET_W_RN(1.0),AI076,N_A,W,2026,2025,0,2026-01-09,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI1102,N_A,W,2026,2025,0,2026-01-09,INR,292308300000
RBI:RBI_ASSET_W_RN(1.0),AI078,N_A,W,2026,2025,0,2026-01-09,INR,195520800000.00003
RBI:RBI_ASSET_W_RN(1.0),AI10,N_A,W,2026,2025,0,2026-01-09,INR,18993547200000
RBI:RBI_ASSET_W_RN(1.0),AI04,N_A,W,2026,2025,0,2026-01-09,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI06,N_A,W,2026,2025,0,2026-01-09,INR,14280624600000
RBI:RBI_ASSET_W_RN(1.0),AI1101,N_A,W,2026,2025,0,2026-01-09,INR,6566018000000
RBI:RBI_ASSET_W_RN(1.0),A1,N_A,W,2026,2025,0,2026-01-09,INR,43024993800000
RBI:RBI_ASSET_W_RN(1.0),AI05,N_A,W,2026,2025,0,2026-01-09,INR,111900000
RBI:RBI_ASSET_W_RN(1.0),AI03,N_A,W,2026,2025,0,2026-01-09,INR,4729400000
RBI:RBI_ASSET_W_RN(1.0),AI079,N_A,W,2026,2025,0,2026-01-09,INR,1350938400000
RBI:RBI_ASSET_W_RN(1.0),AI071,N_A,W,2026,2025,0,2026-01-09,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI08,N_A,W,2026,2025,0,2026-01-09,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI02,N_A,W,2026,2025,0,2026-01-09,INR,35670771900000
RBI:RBI_ASSET_W_RN(1.0),AI081,N_A,W,2026,2025,0,2026-01-09,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI07,N_A,W,2026,2025,0,2026-01-09,INR,2892383700000
RBI:RBI_ASSET_W_RN(1.0),AI073,N_A,W,2026,2025,0,2026-01-09,INR,1215800000000
RBI:RBI_ASSET_W_RN(1.0),A2,N_A,W,2026,2025,0,2026-01-09,INR,39282551500000
RBI:RBI_ASSET_W_RN(1.0),AI01,N_A,W,2026,2025,0,2026-01-09,INR,3607050200000
RBI:RBI_ASSET_W_RN(1.0),AI074,N_A,W,2026,2025,0,2026-01-09,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI078,N_A,W,2026,2025,0,2026-01-02,INR,173741300000
RBI:RBI_ASSET_W_RN(1.0),AI072,N_A,W,2026,2025,0,2026-01-02,INR,350421400000
RBI:RBI_ASSET_W_RN(1.0),AI08,N_A,W,2026,2025,0,2026-01-02,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),A2,N_A,W,2026,2025,0,2026-01-02,INR,38909720300000
RBI:RBI_ASSET_W_RN(1.0),AI081,N_A,W,2026,2025,0,2026-01-02,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI1102,N_A,W,2026,2025,0,2026-01-02,INR,289762600000
RBI:RBI_ASSET_W_RN(1.0),AI076,N_A,W,2026,2025,0,2026-01-02,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI07,N_A,W,2026,2025,0,2026-01-02,INR,1858894600000
RBI:RBI_ASSET_W_RN(1.0),AI071,N_A,W,2026,2025,0,2026-01-02,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI1101,N_A,W,2026,2025,0,2026-01-02,INR,6476988800000
RBI:RBI_ASSET_W_RN(1.0),AI02,N_A,W,2026,2025,0,2026-01-02,INR,35345893400000
RBI:RBI_ASSET_W_RN(1.0),AI05,N_A,W,2026,2025,0,2026-01-02,INR,132000000
RBI:RBI_ASSET_W_RN(1.0),AI079,N_A,W,2026,2025,0,2026-01-02,INR,1126321900000
RBI:RBI_ASSET_W_RN(1.0),AI074,N_A,W,2026,2025,0,2026-01-02,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI10,N_A,W,2026,2025,0,2026-01-02,INR,18833812300000
RBI:RBI_ASSET_W_RN(1.0),AI03,N_A,W,2026,2025,0,2026-01-02,INR,5685000000
RBI:RBI_ASSET_W_RN(1.0),AI073,N_A,W,2026,2025,0,2026-01-02,INR,208410000000
RBI:RBI_ASSET_W_RN(1.0),AI01,N_A,W,2026,2025,0,2026-01-02,INR,3558141900000
RBI:RBI_ASSET_W_RN(1.0),AI11,N_A,W,2026,2025,0,2026-01-02,INR,6766751400000
RBI:RBI_ASSET_W_RN(1.0),AI04,N_A,W,2026,2025,0,2026-01-02,INR,0.0
RBI:RBI_ASSET_W_RN(1.0),AI06,N_A,W,2026,2025,0,2026-01-02,INR,14731044400000
RBI:RBI_ASSET_W_RN(1.0),A1,N_A,W,2026,2025,0,2026-01-02,INR,42190634700000
RBI:RBI_ASSET_W_RN(1.0),AI06,N_A,W,2026,2025,0,2025-12-26,INR,15293251299999.998
RBI:RBI_ASSET_W_RN(1.0),AI078,N_A,W,2026,2025,0,2025-12-26,INR,164501100000
RBI:RBI_ASSET_W_RN(1.0),AI02,N_A,W,2026,2025,0,2025-12-26,INR,35276576700000
RBI:RBI_ASSET_W_RN(1.0),A1,N_A,W,2026,2025,0,2025-12-26,INR,43947592900000
RBI:RBI_ASSET_W_RN(1.0),AI11,N_A,W,2026,2025,0,2025-12-26,INR,6855681899999.999
RBI:RBI_ASSET_W_RN(1.0),AI10,N_A,W,2026,2025,0,2025-12-26,INR,18339908500000
RBI:RBI_ASSET_W_RN(1.0),AI1101,N_A,W,2026,2025,0,2025-12-26,INR,6572674500000
RBI:RBI_ASSET_W_RN(1.0),AI1102,N_A,W,2026,2025,0,2025-12-26,INR,283007399999.999
RBI:RBI_ASSET_W_RN(1.0),AI073,N_A,W,2026,2025,0,2025-12-26,INR,1978940000000
RBI:RBI_ASSET_W_RN(1.0),AI07,N_A,W,2026,2025,0,2025-12-26,INR,3458621100000
RBI:RBI_ASSET_W_RN(1.0),AI04,N_A,W,2026,2025,0,2025-12-26,INR,0.0
