DATAFLOW,AUDST,BASE_PER,CAT_NSDP_RN,CLASS_INDS_RN,FREQ,PRC_TYP_RN,REPYEAREND,REPYEARSTART,STATE_CODE,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TRD_REP_HTL_RES,AFY,CURR_PRC,2021,2020,PY,0,2021-03-31,INR,25157883910
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TRD_REP_HTL_RES,AFY,CURR_PRC,2021,2020,RAJA,0,2021-03-31,INR,922888249900
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TRD_REP_HTL_RES,AFY,CURR_PRC,2021,2020,SIKK,0,2021-03-31,INR,13939286080
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TRD_REP_HTL_RES,AFY,CURR_PRC,2021,2020,TEL,0,2021-03-31,INR,1214379522000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TRD_REP_HTL_RES,AFY,CURR_PRC,2021,2020,TN,0,2021-03-31,INR,1642476735000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TRD_REP_HTL_RES,AFY,CURR_PRC,2021,2020,TRI,0,2021-03-31,INR,39299200000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TRD_REP_HTL_RES,AFY,CURR_PRC,2021,2020,UK,0,2021-03-31,INR,271453100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TRD_REP_HTL_RES,AFY,CURR_PRC,2021,2020,UP,0,2021-03-31,INR,1057541800000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TRD_REP_HTL_RES,AFY,CURR_PRC,2021,2020,WB,0,2021-03-31,INR,1401121597000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,ANN,0,2021-03-31,INR,53858875010
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,ANP,0,2021-03-31,INR,5142748920000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,ARP,0,2021-03-31,INR,146757400000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,ASM,0,2021-03-31,INR,1879838223000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,BIH,0,2021-03-31,INR,3165237938000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,CHD,0,2021-03-31,INR,235495300000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,CHHT,0,2021-03-31,INR,2052924000000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,DEL,0,2021-03-31,INR,4032053704000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,GOA,0,2021-03-31,INR,415482176800
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,GUJ,0,2021-03-31,INR,9091530176000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,HAR,0,2021-03-31,INR,3851592234000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,HP,0,2021-03-31,INR,907535058800
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,JHK,0,2021-03-31,INR,1751805900000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,JNK,0,2021-03-31,INR,772812219900
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,KAR,0,2021-03-31,INR,8784673422000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,KER,0,2021-03-31,INR,3973315978000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,MAH,0,2021-03-31,INR,13918099440000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,MANI,0,2021-03-31,INR,146601100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,MEG,0,2021-03-31,INR,182816447400
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,MIZO,0,2021-03-31,INR,134424270200
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,MP,0,2021-03-31,INR,4293840100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,NAGA,0,2021-03-31,INR,141050254200
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,ORI,0,2021-03-31,INR,2990493479000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,PUN,0,2021-03-31,INR,3205267071000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,PY,0,2021-03-31,INR,189024452000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,RAJA,0,2021-03-31,INR,5345351794000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,SIKK,0,2021-03-31,INR,151246691000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,TEL,0,2021-03-31,INR,4733100572000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,TN,0,2021-03-31,INR,9636419428000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,TRI,0,2021-03-31,INR,302198200000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,UK,0,2021-03-31,INR,1340420000000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,UP,0,2021-03-31,INR,8609532521000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CNST_PRC,2021,2020,WB,0,2021-03-31,INR,6057853904000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,ANN,0,2021-03-31,INR,75299247670
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,ANP,0,2021-03-31,INR,8033055321000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,ARP,0,2021-03-31,INR,257403500000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,ASM,0,2021-03-31,INR,2724964700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,BIH,0,2021-03-31,INR,4999103847000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,CHD,0,2021-03-31,INR,323849700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,CHHT,0,2021-03-31,INR,2949752800000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,DEL,0,2021-03-31,INR,5805885175000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,GOA,0,2021-03-31,INR,598855777300
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,GUJ,0,2021-03-31,INR,12611160040000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,HAR,0,2021-03-31,INR,5637456326000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,HP,0,2021-03-31,INR,1191658298000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,JHK,0,2021-03-31,INR,2461338600000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,JNK,0,2021-03-31,INR,1227086090000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,KAR,0,2021-03-31,INR,13442167890000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,KER,0,2021-03-31,INR,5948674390000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,MAH,0,2021-03-31,INR,19832198610000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,MANI,0,2021-03-31,INR,253009300000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,MEG,0,2021-03-31,INR,275720196800
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,MIZO,0,2021-03-31,INR,203747472000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,MP,0,2021-03-31,INR,8049402800000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,NAGA,0,2021-03-31,INR,250700071200
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,ORI,0,2021-03-31,INR,4108015742000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,PUN,0,2021-03-31,INR,4193419989000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,PY,0,2021-03-31,INR,290368527500
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,RAJA,0,2021-03-31,INR,8495660798000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,SIKK,0,2021-03-31,INR,265148362700
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,TEL,0,2021-03-31,INR,7746107775000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,TN,0,2021-03-31,INR,14652663490000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,TRI,0,2021-03-31,INR,456159300000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,UK,0,2021-03-31,INR,1845839100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,UP,0,2021-03-31,INR,12832155710000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_TTL_NSVA_BAS_PRC,AFY,CURR_PRC,2021,2020,WB,0,2021-03-31,INR,9626576734000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,ANN,0,2022-03-31,INR,2330738425
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,ANP,0,2022-03-31,INR,128472188300
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,ARP,0,2022-03-31,INR,9478000000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,ASM,0,2022-03-31,INR,30219100000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,BIH,0,2022-03-31,INR,54666183780
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,CHD,0,2022-03-31,INR,3314600000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,CHHT,0,2022-03-31,INR,192751200000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,DEL,0,2022-03-31,INR,105638241100
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,GOA,0,2022-03-31,INR,29640563670
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,GUJ,0,2022-03-31,INR,305555762200
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,HAR,0,2022-03-31,INR,19600929960
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,HP,0,2022-03-31,INR,48131978820
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,JHK,0,2022-03-31,INR,29869000000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,JNK,0,2022-03-31,INR,94686178020
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,KAR,0,2022-03-31,INR,128078898300
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,KER,0,2022-03-31,INR,59338231990
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,MAH,0,2022-03-31,INR,243154416200
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,MANI,0,2022-03-31,INR,2018200000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,MEG,0,2022-03-31,INR,2758743749
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,MIZO,0,2022-03-31,INR,18900315300
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,MP,0,2022-03-31,INR,152941600000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,NAGA,0,2022-03-31,INR,3297219889
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,ORI,0,2022-03-31,INR,106548050500
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,PUN,0,2022-03-31,INR,87765700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,PY,0,2022-03-31,INR,1629978838
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,RAJA,0,2022-03-31,INR,42321548310
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,SIKK,0,2022-03-31,INR,28310978030
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,TEL,0,2022-03-31,INR,58199905320
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,TN,0,2022-03-31,INR,12422926540
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,TRI,0,2022-03-31,INR,11555900000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,UK,0,2022-03-31,INR,50590300000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,UP,0,2022-03-31,INR,39052700000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CNST_PRC,2022,2021,WB,0,2022-03-31,INR,156560403400
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2022,2021,ANN,0,2022-03-31,INR,2274647853
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2022,2021,ANP,0,2022-03-31,INR,178273792300
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2022,2021,ARP,0,2022-03-31,INR,26009000000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2022,2021,ASM,0,2022-03-31,INR,57802200000
RBI:COMP_ECO_ACT_NSDP_FACT_CST_RN(1.0),N_A,BY_2011_12,NSDP_ECN_ACTV,CLIN_ELCTY_GAS_WTR_OTH,AFY,CURR_PRC,2022,2021,BIH,0,2022-03-31,INR,64551352900
